event_date,age,gender,event_state
12/11/2021,,,CA
6/29/21,58,male,CA
8/18/21,24,male,CA
4/15/21,19,male,CA
12/01/2021,51,male,CA
09/10/2021,,,CA
,,,CA
2/13/21,,,CA
5/19/21,,,CA
08/10/2021,,,CA
8/29/21,,,CA
,,,CA
08/12/2021,,,CA
06/01/2021,44,male,CA
01/01/2021,57,male,CA
09/01/2021,68,male,CA
09/02/2021,53,male,CA
11/13/21,32,male,CA
01/09/2022,,male,CA
09/06/2021,71,female,CA
09/09/2021,32,female,CA
18/01/2021,54,female,CO
10/09/2021,29,male,CO
08/12/2020,61,male,CO
23/08/2021,25,male,CO
29/06/2021,69,male,CO
05/03/2021,56,male,CO
07/09/2021,87,male,CO
22/11/2020,37,female,CO
16/04/2021,50,male,CO
19/12/2020,58,female,CO
27/03/2021,55,male,CO
13/09/2021,55,male,CO
13/09/2021,55,male,CO
12/08/2021,55,female,CO
17/08/2021,55,male,CO
18/11/2020,49,male,CO
14/01/2021,59,male,CO
31/03/2021,49,male,CO
27/02/2021,24,female,CO
03/02/2021,40,male,CO
12/01/2021,63,female,CO
28/09/2021,56,male,CO
15/11/2020,63,male,CO
25/11/2020,43,male,CO
23/09/2021,29,male,CO
02/07/2021,28,male,CO
03/02/2021,44,male,CO
10/12/2020,49,male,CO
29/07/2021,30,male,CO
03/12/2020,60,male,CO
04/09/2021,19,male,CO
13/04/2021,49,female,CO
30/08/2021,56,male,CO
30/03/2021,45,male,CO
01/12/2020,55,male,CO
08/12/2020,52,male,CO
07/12/2020,45,male,CO
17/08/2021,64,male,CO
18/02/2021,55,male,CO
23/03/2021,65,male,CO
16/01/2021,40,male,CO
02/11/2020,51,female,CO
07/06/2021,37,male,CO
27/07/2021,58,male,CO
05/07/2021,40,female,CO
02/08/2021,21,female,CO
12/12/2020,56,male,CO
10/13/2021,,,CO
10/21/2021,34,male,CO
10/26/2021,,male,CO
11/16/2021,,male,CO
11/16/2021,20,male,CO
11/16/2021,,male,CO
11/22/2021,24,male,CO
11/27/2021,22,male,CO
12/15/2021,,male,CO
12/27/2021,44,female,CO
12/27/2021,28,female,CO
01/04/2022,55,male,CO
02/09/2022,,,CO
2/25/2022,,male,CO
,,male,CO
,,male,CO
,,male,CO
,,male,CO
24/02/2021,47,male,CT
15/12/2020,58,male,CT
29/07/2021,35,male,CT
07/12/2020,57,female,CT
14/07/2021,46,male,CT
30/06/2021,54,male,CT
22/03/2021,52,female,CT
12/09/2021,49,male,CT
04/01/2021,45,female,CT
26/02/2021,49,male,CT
30/01/2021,45,male,CT
01/06/2021,70,male,CT
23/04/2021,57,male,CT
16/11/2020,21,male,CT
13/11/2020,36,male,CT
29/01/2021,46,male,CT
24/06/2021,42,male,CT
26/01/2021,60,male,CT
13/11/2020,60,male,CT
12/08/2021,69,male,CT
01/05/2022,57,male,CT
01/12/2021,61,female,CT
1/14/2021,46,female,CT
,,male,CT
,,,CT
,,male,CT
17/03/2021,32,male,DC
04/12/2020,44,female,DC
16/02/2021,70,male,DC
04/04/2021,55,female,DC
23/10/2020,48,male,DC
12/01/2021,66,female,DC
,,male,DC
,,male,DC
,,male,DC
,,male,DC
,,male,DC
,,male,DC
20/11/2020,67,female,DE
04/01/2021,59,female,DE
02/11/2020,20,male,DE
02/11/2020,22,male,DE
26/07/2021,60,male,DE
04/08/2021,69,male,DE
15/05/2021,30,female,DE
20/01/2021,54,male,DE
15/07/2021,47,male,DE
12/27/2021,59,male,DE
,,male,DE
28/01/2021,63,female,FL
24/08/2021,30,male,FL
29/07/2021,27,male,FL
10/01/2021,47,male,FL
26/01/2021,64,male,FL
20/01/2021,50,male,FL
11/02/2021,58,male,FL
23/10/2020,43,male,FL
28/08/2021,62,male,FL
22/08/2021,38,female,FL
29/03/2021,35,male,FL
06/12/2020,62,female,FL
10/09/2021,18,male,FL
01/08/2021,55,female,FL
11/12/2020,43,male,FL
09/10/2020,45,male,FL
27/11/2020,58,male,FL
30/08/2021,55,male,FL
28/04/2021,61,male,FL
08/06/2021,26,male,FL
24/03/2021,53,male,FL
28/08/2021,65,male,FL
31/01/2021,60,male,FL
25/09/2021,62,male,FL
15/08/2021,52,female,FL
03/04/2021,52,male,FL
14/12/2020,50,male,FL
26/10/2020,51,female,FL
07/04/2021,56,male,FL
26/05/2021,63,male,FL
28/01/2021,26,male,FL
22/03/2021,32,male,FL
12/02/2021,57,male,FL
21/10/2020,75,male,FL
09/05/2021,64,male,FL
19/02/2021,40,female,FL
30/12/2020,33,male,FL
15/12/2020,45,male,FL
03/06/2021,37,male,FL
18/05/2021,37,male,FL
31/12/2020,51,male,FL
01/07/2021,46,male,FL
10/03/2021,20,male,FL
02/06/2021,49,male,FL
19/08/2021,21,male,FL
17/08/2021,59,male,FL
04/12/2020,31,male,FL
29/06/2021,46,male,FL
09/12/2020,49,male,FL
02/12/2020,31,male,FL
16/06/2021,51,male,FL
28/05/2021,53,male,FL
08/05/2021,32,male,FL
24/08/2021,33,male,FL
30/07/2021,42,male,FL
30/09/2021,28,male,FL
16/06/2021,58,male,FL
14/04/2021,42,male,FL
13/03/2021,66,male,FL
04/08/2021,50,male,FL
20/06/2021,59,male,FL
01/09/2021,42,male,FL
29/12/2020,45,male,FL
08/04/2021,67,male,FL
24/05/2021,62,male,FL
15/04/2021,49,male,FL
14/08/2021,25,female,FL
07/05/2021,50,male,FL
07/09/2021,19,male,FL
15/01/2021,31,male,FL
02/03/2021,30,male,FL
22/01/2021,53,male,FL
16/08/2021,51,male,FL
10/08/2021,72,male,FL
03/03/2021,39,male,FL
09/12/2020,48,male,FL
11/02/2021,59,male,FL
27/05/2021,38,female,FL
27/01/2021,62,male,FL
09/01/2021,42,female,FL
23/06/2021,49,male,FL
22/02/2021,30,male,FL
01/07/2021,50,male,FL
06/06/2021,36,male,FL
07/09/2021,54,male,FL
23/03/2021,70,male,FL
29/10/2020,77,female,FL
04/05/2021,42,female,FL
22/03/2021,40,male,FL
29/01/2021,56,male,FL
20/04/2021,46,female,FL
31/03/2021,58,male,FL
29/07/2021,73,male,FL
04/01/2021,26,male,FL
22/07/2021,57,male,FL
04/05/2021,46,male,FL
09/09/2021,31,male,FL
25/11/2020,55,male,FL
10/09/2021,22,male,FL
19/01/2021,56,male,FL
11/06/2021,47,male,FL
15/06/2021,56,male,FL
10/12/2021,28,,FL
10/18/2021,,male,FL
10/11/2021,,,FL
10/25/2021,43,male,FL
10/17/2021,28,male,FL
11/11/2021,36,male,FL
11/08/2021,67,male,FL
11/16/2021,22,male,FL
11/15/2021,,male,FL
12/03/2021,,,FL
12/01/2021,,male,FL
12/13/2021,,,FL
01/02/2021,,male,FL
12/27/2021,24,male,FL
12/29/2021,23,male,FL
01/08/2022,19,male,FL
1/27/2022,31,male,FL
1/27/2022,50,male,FL
1/27/2022,27,male,FL
1/27/2022,36,male,FL
02/02/2022,27,male,FL
02/01/2022,,male,FL
2/13/2022,31,male,FL
02/07/2022,35,male,FL
2/25/2022,18,male,FL
2/21/2022,24,male,FL
2/16/2022,57,male,FL
2/21/2022,57,male,FL
2/17/2022,71,female,FL
,,male,FL
,,male,FL
,,male,FL
,,male,FL
17/02/2021,59,female,GA
04/11/2020,30,male,GA
28/01/2021,41,male,GA
11/12/2020,36,male,GA
25/08/2021,40,female,GA
27/12/2020,72,male,GA
12/06/2021,39,male,GA
16/12/2020,51,male,GA
18/12/2020,43,male,GA
05/03/2021,51,male,GA
19/03/2021,50,male,GA
14/04/2021,39,male,GA
26/03/2021,51,male,GA
10/07/2021,49,male,GA
04/09/2021,20,female,GA
12/12/2020,65,female,GA
28/01/2021,45,male,GA
30/12/2020,34,male,GA
19/05/2021,24,male,GA
15/09/2021,22,male,GA
26/08/2021,41,female,GA
27/08/2021,66,female,GA
13/02/2021,55,male,GA
28/06/2021,56,female,GA
24/01/2021,61,female,GA
19/05/2021,27,male,GA
07/07/2021,43,male,GA
24/09/2021,33,male,GA
23/07/2021,50,male,GA
30/08/2021,60,female,GA
30/05/2021,51,male,GA
28/01/2021,35,male,GA
19/07/2021,58,male,GA
26/12/2020,56,male,GA
27/10/2020,31,male,GA
28/01/2021,28,female,GA
08/01/2021,23,male,GA
08/08/2021,23,male,GA
19/01/2021,21,male,GA
30/11/2020,41,male,GA
18/06/2021,50,male,GA
28/01/2021,38,male,GA
28/01/2021,28,male,GA
25/11/2020,66,male,GA
19/08/2021,46,male,GA
11/11/2020,25,male,GA
27/10/2020,70,male,GA
14/06/2021,41,female,GA
21/06/2021,31,male,GA
26/08/2021,59,male,GA
19/03/2021,23,male,GA
10/09/2021,54,male,GA
10/17/2021,,male,GA
10/12/2021,73,male,GA
10/12/2021,63,male,GA
10/19/2021,33,male,GA
11/12/2021,49,female,GA
10/19/2021,,male,GA
12/02/2021,29,male,GA
11/30/2021,,male,GA
12/27/2021,,,GA
1/18/2022,43,female,GA
02/02/2022,28,male,GA
2/19/2022,24,male,GA
02/07/2022,62,male,GA
1/21/2022,48,female,GA
01/07/2022,56,female,GA
01/07/2022,47,female,GA
01/06/2022,51,male,GA
12/28/2021,53,female,GA
10/20/2021,52,female,GA
10/17/2021,66,female,GA
10/16/2021,71,female,GA
10/08/2021,54,female,GA
10/05/2021,57,female,GA
10/04/2021,73,male,GA
10/01/2021,56,female,GA
9/27/2021,54,male,GA
9/25/2021,58,female,GA
9/25/2021,35,male,GA
9/24/2021,69,female,GA
9/24/2021,56,female,GA
9/24/2021,45,female,GA
8/30/2021,51,male,GA
9/22/2021,50,female,GA
9/21/2021,50,female,GA
09/02/2021,46,male,GA
9/21/2021,50,female,GA
9/21/2021,35,male,GA
9/19/2021,59,female,GA
9/18/2021,59,female,GA
9/15/2021,48,female,GA
9/14/2021,49,female,GA
9/14/2021,40,male,GA
9/13/2021,47,female,GA
9/13/2021,35,female,GA
09/12/2021,50,female,GA
09/11/2021,49,female,GA
09/11/2021,64,female,GA
09/09/2021,58,male,GA
09/09/2021,59,female,GA
09/06/2021,24,male,GA
09/06/2021,44,male,GA
09/05/2021,55,female,GA
09/05/2021,75,male,GA
09/04/2021,56,male,GA
09/04/2021,40,male,GA
09/04/2021,62,female,GA
09/02/2021,60,female,GA
09/01/2021,42,male,GA
8/31/2021,51,female,GA
8/31/2021,30,male,GA
8/29/2021,58,female,GA
8/28/2021,43,female,GA
8/27/2021,49,female,GA
8/25/2021,61,female,GA
8/25/2021,42,male,GA
8/24/2021,63,female,GA
8/22/2021,58,female,GA
8/21/2021,41,female,GA
8/20/2021,61,female,GA
8/19/2021,40,female,GA
8/19/2021,75,female,GA
8/18/2021,51,male,GA
8/15/2021,77,female,GA
8/13/2021,36,male,GA
08/12/2021,50,female,GA
08/11/2021,44,male,GA
08/11/2021,38,female,GA
08/01/2021,45,female,GA
7/31/2021,66,female,GA
,,male,GA
,,female,GA
08/10/2020,41,male,GU
15/11/2020,24,male,GU
11/26/2021,,male,HI
1/29/2022,23,male,HI
2/22/2021,64,male,HI
2/22/2021,55,male,HI
2/22/2021,42,female,HI
2/22/2021,44,male,HI
10/27/2021,52,male,IA
11/04/2021,38,male,IA
11/11/2021,27,male,IA
2/19/2022,27,male,IA
18/06/2021,45,male,ID
05/10/2020,25,male,ID
10/11/2020,58,male,ID
23/06/2021,33,male,ID
24/09/2021,72,male,ID
04/02/2021,21,male,ID
05/11/2020,57,male,ID
20/07/2021,30,male,ID
16/02/2021,61,male,ID
10/09/2021,50,male,ID
20/09/2021,52,female,ID
27/01/2021,35,male,ID
10/18/2021,62,male,ID
1/25/2022,58,male,ID
1/26/2022,62,male,ID
1/26/2022,,,ID
,,male,ID
07/01/2021,49,male,IL
04/02/2021,64,male,IL
26/12/2020,50,male,IL
04/05/2021,57,male,IL
08/12/2020,69,female,IL
15/04/2021,30,male,IL
29/04/2021,63,male,IL
09/02/2021,66,male,IL
08/03/2021,65,female,IL
04/11/2020,56,female,IL
14/11/2020,61,male,IL
26/01/2021,58,male,IL
17/03/2021,30,male,IL
06/08/2021,24,male,IL
11/08/2021,58,male,IL
24/05/2021,48,male,IL
16/01/2021,51,male,IL
07/08/2021,45,male,IL
07/01/2021,66,female,IL
24/01/2021,55,male,IL
24/01/2021,55,male,IL
14/01/2021,22,male,IL
15/01/2021,42,male,IL
23/12/2020,63,female,IL
25/11/2020,68,male,IL
10/11/2020,55,female,IL
22/11/2020,57,female,IL
31/03/2021,68,male,IL
14/12/2020,67,male,IL
27/11/2020,68,female,IL
14/04/2021,41,male,IL
02/03/2021,59,male,IL
13/12/2020,35,male,IL
28/11/2020,60,female,IL
22/11/2020,76,female,IL
04/02/2021,61,female,IL
04/01/2021,58,male,IL
03/06/2021,67,male,IL
19/05/2021,50,female,IL
02/12/2020,51,female,IL
15/05/2021,49,male,IL
25/07/2021,38,female,IL
16/08/2021,62,male,IL
03/06/2021,37,male,IL
20/10/2020,62,male,IL
10/09/2021,51,male,IL
22/11/2020,64,male,IL
01/12/2020,48,female,IL
31/07/2021,52,male,IL
06/02/2021,43,male,IL
16/07/2021,29,male,IL
29/08/2021,60,male,IL
03/03/2021,31,male,IL
09/02/2021,35,male,IL
12/12/2020,62,female,IL
10/12/2020,65,male,IL
16/11/2020,65,female,IL
26/07/2021,20,male,IL
23/10/2020,79,male,IL
08/02/2021,48,female,IL
20/07/2021,42,male,IL
29/10/2020,20,male,IL
17/03/2021,36,female,IL
19/01/2021,65,male,IL
26/08/2021,21,male,IL
25/05/2021,66,male,IL
01/12/2020,61,male,IL
25/08/2021,60,male,IL
09/11/2020,70,male,IL
27/06/2021,60,male,IL
26/03/2021,61,male,IL
06/01/2021,61,male,IL
20/11/2020,65,female,IL
20/11/2020,65,female,IL
31/03/2021,74,female,IL
05/12/2020,60,female,IL
25/11/2020,35,male,IL
28/06/2021,79,male,IL
08/10/2020,60,female,IL
06/04/2021,31,male,IL
18/11/2020,64,female,IL
04/12/2020,49,male,IL
04/05/2021,55,male,IL
03/09/2021,21,male,IL
08/12/2020,58,male,IL
22/09/2021,58,female,IL
03/09/2021,35,male,IL
11/11/2020,27,male,IL
20/12/2020,46,female,IL
04/01/2021,55,male,IL
10/26/2021,36,male,IL
11/14/2021,47,female,IL
12/03/2021,38,male,IL
12/10/2021,28,male,IL
12/10/2021,62,male,IL
12/10/2021,34,female,IL
12/10/2021,46,male,IL
12/10/2021,26,male,IL
12/10/2021,29,male,IL
12/10/2021,61,male,IL
12/29/2021,,male,IL
12/29/2021,49,female,IL
12/28/2021,,male,IL
12/30/2021,50,male,IL
01/04/2022,36,female,IL
1/21/2022,55,male,IL
1/22/2022,49,male,IL
02/09/2022,51,male,IL
,,male,IL
,,female,IL
,,female,IL
,,male,IL
,,male,IL
,,male,IL
,,female,IL
,,male,IL
,,male,IL
,,male,IL
,,male,IL
,,male,IL
,,,IL
,,male,IL
,,male,IL
,,,IL
,,male,IL
10/14/2021,,,IN
10/18/2021,42,male,IN
12/04/2021,45,male,IN
12/14/2021,53,male,IN
12/30/2021,,male,IN
01/08/2022,,,IN
01/07/2022,,,IN
1/29/2022,29,male,IN
1/29/2022,23,male,IN
02/09/2022,54,male,IN
2/18/2022,63,male,IN
2/19/2022,45,male,IN
2/20/2022,37,male,IN
2/20/2022,22,female,IN
01/04/2021,68,male,IN
01/12/2021,76,male,IN
14/01/2021,57,male,KS
08/06/2021,35,male,KS
24/11/2020,65,male,KS
28/12/2020,52,female,KS
14/11/2020,77,male,KS
13/02/2021,61,male,KS
29/06/2021,55,male,KS
28/03/2021,45,male,KS
15/07/2021,23,male,KS
02/07/2021,25,male,KS
13/07/2021,41,male,KS
14/04/2021,72,male,KS
28/01/2021,43,male,KS
29/04/2021,67,male,KS
12/07/2021,65,female,KS
24/08/2021,40,female,KS
05/05/2021,39,male,KS
06/12/2020,63,female,KS
30/03/2021,18,male,KS
02/06/2021,42,male,KS
03/10/2020,52,male,KS
07/12/2020,30,male,KS
21/04/2021,30,male,KS
06/01/2021,52,female,KS
08/08/2021,38,female,KS
10/25/2021,44,male,KS
11/11/2021,,male,KS
11/10/2021,45,female,KS
1/18/2022,59,male,KS
02/07/2022,33,,KS
23/10/2020,52,male,KY
11/19/2021,37,male,KY
12/03/2021,48,male,KY
12/03/2021,23,male,KY
12/10/2021,,male,KY
12/10/2021,36,male,KY
12/10/2021,21,male,KY
12/10/2021,57,male,KY
12/10/2021,50,female,KY
12/10/2021,30,female,KY
12/10/2021,50,female,KY
12/10/2021,51,male,KY
12/10/2021,51,male,KY
12/18/2021,,male,KY
12/27/2021,,female,KY
01/11/2022,32,male,KY
01/12/2022,60,male,KY
2/16/2022,56,male,KY
01/05/2021,66,female,KY
23/08/2021,59,female,LA
26/01/2021,43,male,LA
21/02/2021,45,female,LA
12/03/2021,77,female,LA
30/03/2021,37,male,LA
28/06/2021,30,male,LA
07/06/2021,21,male,LA
22/02/2021,25,male,LA
12/06/2021,38,male,LA
17/08/2021,25,male,LA
05/10/2020,33,male,LA
20/02/2021,47,male,LA
14/07/2021,28,male,LA
16/09/2021,36,male,LA
23/08/2021,31,male,LA
23/11/2020,32,male,LA
13/04/2021,31,male,LA
23/07/2021,64,male,LA
25/06/2021,32,male,LA
18/12/2020,28,male,LA
18/08/2021,72,male,LA
22/09/2021,29,male,LA
30/10/2020,65,male,LA
30/07/2021,56,female,LA
14/08/2021,24,male,LA
08/01/2021,48,male,LA
06/12/2020,63,male,LA
29/12/2020,56,male,LA
09/06/2021,62,female,LA
07/04/2021,52,male,LA
21/01/2021,39,male,LA
15/09/2021,39,male,LA
23/06/2021,28,male,LA
22/03/2021,58,male,LA
04/08/2021,62,male,LA
09/08/2021,58,male,LA
30/07/2021,37,male,LA
18/03/2021,61,male,LA
10/16/2021,19,male,LA
10/15/2021,48,male,LA
10/21/2021,51,male,LA
12/04/2021,,male,LA
12/01/2021,,male,LA
12/18/2021,28,,LA
2/23/2022,48,male,LA
2/22/2022,46,male,LA
,,male,LA
,,male,LA
05/01/2021,67,male,MA
15/08/2021,30,male,MA
24/02/2021,27,male,MA
12/08/2021,44,male,MA
17/12/2020,41,male,MA
30/01/2021,53,male,MA
19/03/2021,60,female,MA
24/02/2021,34,male,MA
18/05/2021,33,male,MA
06/05/2021,55,male,MA
20/07/2021,60,male,MA
15/02/2021,59,male,MA
22/02/2021,59,male,MA
12/10/2020,69,female,MA
27/01/2021,73,female,MA
10/05/2021,28,male,MA
21/01/2021,57,male,MA
29/06/2021,29,male,MA
17/09/2021,37,male,MA
19/07/2021,38,male,MA
28/04/2021,58,male,MA
13/05/2021,53,male,MA
09/03/2021,63,male,MA
27/05/2021,34,male,MA
03/03/2021,71,male,MA
20/01/2021,24,male,MA
11/06/2021,55,male,MA
26/04/2021,54,female,MA
03/03/2021,57,male,MA
07/10/2020,71,male,MA
29/10/2020,54,male,MA
19/06/2021,56,male,MA
16/02/2021,64,female,MA
03/03/2021,56,male,MA
4/17/2021,55,male,MA
05/06/2021,55,male,MA
05/10/2021,28,male,MA
1/20/2021,24,male,MA
8/29/2021,60,male,MA
2/15/2021,30,male,MA
7/19/2021,38,male,MA
3/17/2021,30,male,MA
7/17/2021,39,female,MA
03/01/2021,62,male,MA
09/08/2021,25,male,MA
06/04/2021,38,male,MA
10/06/2021,30,male,MA
01/03/2021,52,male,MA
9/17/2021,37,male,MA
3/23/2021,54,male,MA
5/27/2021,34,male,MA
12/16/2021,60,male,MA
4/29/2021,58,male,MA
01/07/2021,38,female,MA
12/14/2021,,male,MA
6/23/2021,77,male,MA
06/11/2021,53,male,MA
7/26/2021,76,female,MA
2/18/2021,74,male,MA
10/15/2021,56,male,MA
11/13/2021,26,male,MA
11/14/2021,65,male,MA
8/16/2021,36,male,MA
2/24/2021,27,male,MA
2/24/2021,33,male,MA
5/19/2021,33,male,MA
5/28/2021,19,male,MA
06/08/2021,35,male,MA
11/09/2021,57,male,MA
11/10/2021,56,female,MA
2/22/2021,58,male,MA
5/13/2021,53,male,MA
4/29/2021,56,female,MA
08/06/2021,30,male,MA
09/09/2021,24,male,MA
5/13/2021,70,male,MA
02/08/2021,42,male,MA
03/04/2021,44,male,MA
7/20/2021,60,male,MA
12/04/2021,73,female,MA
10/18/2021,54,male,MA
6/14/2021,48,male,MA
10/13/2021,,male,MA
11/16/2021,39,male,MA
11/15/2021,26,male,MA
01/06/2022,30,female,MA
1/31/2022,55,male,MA
,,male,MA
,,male,MA
01/01/2021,42,male,MD
23/08/2021,56,male,MD
04/01/2021,54,male,MD
07/09/2021,54,female,MD
10/16/2021,46,female,MD
10/16/2021,46,female,MD
10/28/2021,38,male,MD
11/19/2021,33,male,MD
12/12/2021,28,male,MD
12/30/2021,39,female,MD
1/19/2022,29,male,MD
1/18/2022,48,male,MD
1/28/2022,31,male,MD
1/24/2022,37,male,MD
1/24/2022,34,female,MD
1/24/2022,30,male,MD
2/21/2022,23,male,MD
2/22/2022,52,female,MD
,,male,MD
23/07/2021,83,female,ME
28/10/2020,55,male,ME
06/09/2021,61,male,ME
16/04/2021,50,male,ME
12/10/2020,46,male,ME
13/11/2020,58,male,ME
12/05/2021,51,male,ME
05/08/2021,21,male,ME
10/18/2021,41,male,MI
10/21/2021,54,male,MI
10/18/2021,48,male,MI
11/02/2021,38,male,MI
11/24/2021,37,male,MI
12/01/2021,37,male,MI
12/28/2021,67,male,MI
1/16/2022,38,male,MI
1/17/2022,35,male,MI
01/11/2022,,,MI
1/17/2022,61,male,MI
1/18/2022,20,male,MI
02/04/2022,53,male,MI
2/26/2022,36,male,MI
,,male,MI
,,male,MI
,,male,MI
,,,MI
,,female,MI
10/12/2021,,male,MN
10/19/2021,62,male,MN
11/06/2021,58,male,MN
11/03/2021,53,male,MN
11/26/2021,,male,MN
11/29/2021,62,male,MN
02/01/2022,37,,MN
02/08/2022,63,male,MN
,,male,MN
,,male,MN
02/10/2020,75,female,MO
08/08/2021,19,male,MO
13/02/2021,38,male,MO
08/06/2021,58,male,MO
19/03/2021,32,male,MO
02/01/2021,53,female,MO
02/04/2021,42,male,MO
05/09/2021,55,female,MO
06/02/2021,67,female,MO
24/11/2020,47,male,MO
29/07/2021,64,male,MO
11/11/2020,63,female,MO
29/10/2020,71,male,MO
