age,gender,event_date,event_state
56,female,8/10/09,AZ
53,male,2/16/17,WY
73,male,2/14/17,MS
59,male,2/10/17,IA
46,male,2/7/17,IL
50,male,2/5/17,CA
31,male,2/4/17,WI
41,male,1/8/17,CA
44,female,1/13/17,AL
53,male,1/10/17,WI
67,male,12/30/16,PA
34,female,1/2/17,SC
28,male,12/30/17,NV
50,female,12/30/17,NV
52,male,12/18/17,CA
49,male,12/16/17,MI
53,male,12/11/17,NC
,female,12/4/17,
44,male,11/23/17,IA
61,male,11/10/17,CA
70,male,11/10/17,CA
25,male,11/3/17,CA
64,male,10/30/17,NJ
29,male,10/27/17,MD
48,male,10/12/17,DE
51,male,10/6/17,NC
21,male,10/1/17,NV
33,male,9/27/17,FL
30,male,9/19/17,IN
,,9/1/17,CA
37,male,8/31/17,GA
81,male,8/22/17,SC
77,male,8/8/17,
,male,8/7/17,AR
,male,8/8/17,FL
28,male,8/6/17,CA
51,male,8/4/17,FL
21,male,7/19/17,CA
,male,7/15/17,CO
,male,7/4/17,FL
58,male,7/3/17,NY
60,male,12/1/17,WI
30,male,12/5/17,IL
59,male,12/5/17,IL
27,male,12/6/17,CA
71,male,12/6/17,MN
61,male,12/7/17,ID
29,male,12/10/17,NY
57,male,12/11/17,OH
36,male,12/13/17,MN
72,male,12/18/17,IA
17,male,12/16/17,IA
79,male,12/23/17,AR
73,male,12/29/17,SC
,male,6/25/17,CA
32,male,6/24/17,KS
39,male,6/20/17,AL
,male,6/17/17,TN
43,male,6/17/17,CA
59,male,6/17/17,NM
55,male,6/14/17,
42,male,6/12/17,OK
42,male,6/10/17,TX
56,male,5/31/17,
33,male,5/31/17,LA
79,male,5/7/17,FL
47,male,5/6/17,NY
,male,5/7/17,CA
49,male,4/22/17,NC
43,male,4/23/17,NY
23,male,4/9/17,TX
,,4/14/17,
25,male,4/13/17,CA
63,male,4/8/17,FL
53,male,3/16/17,FL
59,female,4/7/17,IL
63,male,4/3/17,
32,male,3/8/17,IN
33,male,3/5/17,OH
44,male,3/4/17,VA
58,male,2/26/17,TX
63,male,2/24/17,
55,male,2/18/17,AL
56,male,1/31/17,CO
,male,1/21/17,
22,male,1/10/17,OK
42,male,1/26/17,KY
54,male,2/3/17,WV
43,male,,WV
33,male,3/30/17,KY
62,male,2/23/17,WV
62,male,5/6/17,MT
44,male,5/18/17,WV
32,male,6/13/17,WV
32,male,6/19/17,AL
28,male,7/25/17,PA
32,male,8/3/17,CO
51,male,8/25/17,WV
39,male,9/28/17,WY
48,male,10/23/17,WV
34,male,12/29/17,WV
52,male,,IA
52,male,,TX
53,male,,NM
56,male,,IL
27,male,,OR
36,male,,GA
41,male,,AZ
20,male,,NC
28,male,,AL
73,male,,ID
60,male,,NV
39,male,,NV
56,male,,CA
40,male,12/28/17,CO
36,male,12/30/17,CT
25,male,12/28/17,OH
,male,1/10/17,MI
54,male,1/9/17,FL
53,male,1/7/17,VT
24,male,1/4/17,ND
25,male,1/5/17,GA
66,female,1/3/17,KY
67,male,1/1/17,WA
58,male,1/2/17,MN
40,male,8/15/17,IL
58,male,8/28/17,OH
68,male,5/9/17,OH
74,male,9/19/17,IL
39,male,9/5/17,OH
26,female,9/9/17,IL
30,male,8/22/17,OH
56,male,8/16/17,OH
63,male,8/15/17,WI
49,male,8/14/17,IL
32,female,8/11/17,OH
29,male,8/9/17,OH
35,male,8/3/17,OH
20,male,8/2/17,IL
37,male,7/31/17,OH
56,male,7/25/17,OH
53,male,7/22/17,OH
49,male,7/22/17,IL
17,male,7/17/17,IL
40,male,7/15/17,IL
20,female,6/30/17,WI
20,male,7/6/17,WI
24,male,6/22/17,WI
44,male,6/20/17,OH
18,male,6/15/17,OH
62,male,6/6/17,IL
38,male,5/29/17,OH
29,male,5/31/17,WI
46,male,5/31/17,WI
21,male,5/31/17,WI
52,male,5/31/17,WI
29,male,5/31/17,WI
66,male,5/25/17,IL
36,male,5/22/17,OH
65,male,4/24/17,IL
70,male,4/25/17,OH
39,male,4/26/17,OH
75,male,4/22/17,IL
51,male,4/10/17,OH
46,male,4/10/17,OH
57,male,4/6/17,IL
62,male,4/3/17,WI
78,female,3/24/17,IL
74,male,3/21/17,WI
68,male,3/13/17,IL
67,male,3/3/17,IL
42,male,3/5/17,IL
36,male,3/2/17,WI
50,male,2/28/17,IL
24,male,2/22/17,OH
53,male,2/6/17,MN
37,male,2/8/17,IL
45,male,1/23/17,WI
55,male,1/24/17,OH
60,male,1/13/17,IL
38,male,1/15/17,WI
28,male,1/12/17,IL
51,male,9/22/17,TX
25,male,9/26/17,TX
44,male,9/25/17,TX
,male,9/21/17,TX
47,male,9/19/17,TX
26,male,9/20/17,TX
60,male,9/5/17,TX
46,male,8/23/17,TX
28,male,9/8/17,TX
50,male,9/7/17,TX
48,female,9/7/17,TX
60,male,9/7/17,TX
30,male,9/6/17,TX
25,male,8/23/17,TX
33,male,8/28/17,TX
38,male,8/31/17,TX
38,male,8/22/17,TX
45,male,8/20/17,TX
56,male,8/14/17,TX
50,male,8/14/17,TX
44,male,8/4/17,TX
38,male,8/8/17,TX
58,male,8/8/17,TX
30,male,8/9/17,TX
49,male,8/9/17,TX
46,male,7/31/17,OK
21,male,7/28/17,TX
37,male,6/21/17,TX
20,male,7/7/17,TX
53,male,6/29/17,TX
61,male,6/29/17,TX
40,male,6/27/17,TX
50,male,5/11/17,TX
59,male,5/30/17,TX
45,male,6/29/17,TX
56,male,6/17/17,TX
31,male,6/27/17,TX
72,female,6/29/17,TX
45,male,6/10/17,TX
51,male,6/19/17,TX
59,female,6/18/17,TX
36,male,6/10/17,TX
61,male,5/22/17,TX
26,male,5/29/17,TX
54,female,4/16/17,TX
45,male,5/16/17,TX
30,male,5/15/17,TX
46,male,5/13/17,TX
26,male,5/3/17,TX
36,male,5/3/17,TX
50,male,4/12/17,TX
64,male,4/20/17,TX
24,male,4/21/17,TX
42,male,4/18/17,TX
43,male,4/17/17,TX
25,male,4/19/17,TX
52,male,3/23/17,LA
75,male,4/10/17,TX
20,male,4/3/17,TX
49,female,3/30/17,TX
64,male,3/23/17,TX
45,male,3/27/17,TX
39,male,3/27/17,TX
30,male,3/16/17,TX
32,male,3/15/17,TX
43,male,3/14/17,TX
58,male,3/13/17,TX
36,male,3/9/17,TX
35,male,3/6/17,TX
55,male,3/2/17,TX
64,male,2/21/17,TX
60,male,1/28/17,TX
25,male,2/17/17,TX
77,male,2/3/17,TX
63,male,2/6/17,TX
49,male,2/3/17,TX
62,male,2/2/17,TX
26,male,1/29/17,TX
61,male,1/29/17,TX
38,male,1/21/17,TX
30,male,1/21/17,TX
19,female,1/23/17,TX
29,male,1/21/17,TX
62,male,1/12/17,TX
70,male,1/11/17,TX
67,male,1/3/17,TX
63,male,1/5/17,TX
23,male,1/4/17,TX
51,male,1/3/17,TX
59,male,9/30/17,OH
,,9/28/17,TN
,,9/27/17,WV
36,male,9/27/17,VA
,,9/27/17,TX
,,9/27/17,MN
29,male,9/27/17,GA
,,9/27/17,CA
,,9/27/17,AL
41,male,9/26/17,OK
46,male,9/25/17,NV
32,male,9/25/17,MD
51,male,9/24/17,OK
,,9/22/17,WA
,,9/22/17,TX
,,9/21/17,TX
61,male,9/21/17,TX
45,male,9/21/17,NY
36,male,9/21/17,NY
,,9/21/17,LA
,,9/21/17,GA
58,male,9/20/17,TX
30,male,9/19/17,TX
46,male,9/19/17,NH
28,male,9/19/17,NC
50,male,9/19/17,IL
,,9/19/17,CA
45,male,9/18/17,TX
47,male,9/18/17,LA
48,male,9/18/17,IL
,,9/18/17,CA
,,9/18/17,AR
19,male,9/15/17,OH
44,male,9/15/17,MD
20,male,9/15/17,GA
48,male,9/14/17,WY
,,9/14/17,NJ
41,male,9/14/17,IL
,,9/14/17,AL
30,male,9/13/17,TN
39,male,9/13/17,MI
51,male,9/13/17,CA
,,9/12/17,PA
,,9/12/17,MN
,,9/11/17,UT
,,9/11/17,MS
62,male,9/11/17,IN
,,9/11/17,CA
21,male,9/8/17,TX
58,male,9/7/17,PA
,,9/7/17,FL
,,9/6/17,MO
42,male,9/6/17,IL
30,male,9/5/17,WI
22,male,9/5/17,TX
53,male,9/5/17,PA
38,male,9/2/17,TX
,,9/2/17,CA
36,male,9/1/17,TX
,,9/1/17,MD
,,9/1/17,FL
,,8/31/17,IN
,,8/31/17,GA
,,8/31/17,FL
,,8/30/17,VA
39,male,8/30/17,TX
42,male,8/30/17,PA
34,male,8/30/17,PA
48,male,8/30/17,NY
,,8/30/17,IN
,,8/25/17,WY
34,male,8/25/17,TX
,,8/25/17,KY
49,male,8/25/17,FL
45,male,8/24/17,
,,8/24/17,VA
,,8/24/17,TX
34,male,8/23/17,
,,8/23/17,NC
30,male,8/23/17,MS
22,female,8/23/17,CT
,male,8/22/17,TN
,,8/22/17,OR
30,male,8/22/17,OH
,,8/22/17,AL
,,8/21/17,TX
34,male,8/21/17,TX
31,male,8/19/17,TX
22,male,8/18/17,NY
,male,8/18/17,KS
,,8/18/17,CA
49,male,8/17/17,TX
,,8/17/17,NJ
,,8/17/17,LA
,,8/17/17,FL
,,8/16/17,VA
,,8/16/17,NY
,,8/15/17,TX
30,male,8/15/17,TX
25,male,8/14/17,TX
,,8/14/17,NY
61,male,8/14/17,AL
,,8/12/17,GA
,,8/12/17,FL
,,8/11/17,OH
,,8/11/17,NC
,,8/11/17,MA
19,male,8/11/17,IL
,,8/11/17,CA
,,8/10/17,RI
,,8/9/17,NC
,,8/9/17,MI
29,male,8/9/17,MA
58,male,8/9/17,FL
49,male,8/9/17,CA
,,8/7/17,OH
,,8/7/17,AL
55,male,8/5/17,NH
,,8/4/17,OR
34,male,8/4/17,ID
50,male,8/3/17,TX
,male,8/3/17,NY
32,male,8/3/17,MD
,,8/3/17,ID
,,8/2/17,MD
50,male,8/2/17,MA
,,8/2/17,GA
,,8/1/17,MI
38,male,8/1/17,MI
,,7/31/17,NY
48,male,7/31/17,ND
,,7/31/17,MN
,,7/31/17,DE
41,male,7/28/17,TX
,,7/28/17,NC
,,7/28/17,MI
,,7/27/17,PA
,,7/27/17,NC
,,7/27/17,AL
,,7/26/17,MI
56,male,7/26/17,MD
29,male,7/25/17,FL
,,7/24/17,MN
,,7/24/17,ME
,,7/24/17,CA
42,male,7/22/17,TN
53,male,7/22/17,NY
,,7/21/17,MN
,,7/21/17,MI
50,male,7/20/17,TX
,,7/20/17,KS
,,7/19/17,TN
,,7/19/17,PA
,,7/19/17,NY
,,7/19/17,MI
43,male,7/18/17,TX
51,male,7/18/17,PA
60,male,7/18/17,OH
,,7/18/17,NY
32,male,7/18/17,LA
,,7/17/17,TX
,,7/15/17,WA
,,7/15/17,VA
59,male,7/13/17,TX
47,male,7/13/17,TX
54,male,7/13/17,NJ
,,7/13/17,GA
,,7/12/17,NY
,male,7/12/17,MD
20,male,7/12/17,MA
52,male,7/12/17,IL
,,7/12/17,CA
32,male,7/11/17,MA
,male,7/11/17,AZ
,,7/7/17,PA
46,male,7/7/17,OK
,,7/7/17,MP
,,7/6/17,TX
,,7/6/17,NV
,,7/5/17,WA
,,7/5/17,MI
,,7/5/17,GA
,,7/4/17,PR
63,male,7/3/17,LA
34,male,7/1/17,TX
,,6/29/17,TX
,,6/28/17,PA
37,male,5/23/17,TX
,,6/30/17,FL
,,6/28/17,TX
,,6/28/17,TN
37,male,6/28/17,MI
24,male,6/28/17,TX
,,6/27/17,TX
,,6/27/17,IN
46,male,6/27/17,IL
56,male,6/27/17,WI
33,male,6/27/17,FL
,,6/26/17,WA
,,6/24/17,NY
,,6/23/17,WA
,,6/23/17,IN
,,6/23/17,CA
39,male,6/23/17,TX
,,6/23/17,CO
71,male,6/23/17,OR
,,6/21/17,CO
45,male,6/21/17,IA
,,6/19/17,OR
,male,6/19/17,AK
,,6/18/17,FL
58,male,6/18/17,NY
,,6/17/17,TX
23,male,6/16/17,MA
,,6/15/17,NC
,,6/15/17,FL
57,male,6/15/17,MA
20,male,6/15/17,CO
,,6/13/17,SC
,,6/13/17,FL
41,male,6/13/17,IL
,,6/13/17,VA
,,6/13/17,NC
,,6/13/17,MI
28,male,6/13/17,TX
48,female,6/13/17,IA
,,6/12/17,NJ
,,6/12/17,NJ
,,6/10/17,NC
,,6/10/17,FL
,,6/10/17,CA
59,male,6/10/17,TX
63,male,6/10/17,TX
20,male,6/9/17,TX
41,male,6/9/17,PA
36,male,6/6/17,TX
,,6/7/17,OH
,,6/7/17,CA
,,6/6/17,WA
57,male,6/6/17,OR
58,male,6/5/17,MN
47,male,6/2/17,TX
,,6/2/17,NJ
,,6/2/17,NJ
,,6/2/17,CA
,,6/1/17,CA
59,male,5/31/17,TX
,,5/31/17,FL
56,male,5/31/17,CA
20,male,5/31/17,MI
50,male,5/30/17,TX
,,5/30/17,PA
,,5/30/17,MD
,,5/30/17,MA
,,5/30/17,GA
,,5/30/17,GA
46,male,5/30/17,MO
28,male,5/28/17,SC
,,5/26/17,CA
62,male,5/25/17,TX
,,5/25/17,KS
,,5/24/17,
,,5/24/17,CA
,,5/24/17,FL
59,male,5/24/17,NY
48,male,5/23/17,OR
35,male,5/22/17,OK
,,5/22/17,MI
,,5/22/17,GA
,,5/22/17,CA
,,5/22/17,TN
60,male,5/22/17,PA
,,5/19/17,WI
,,5/18/17,TN
59,male,5/17/17,TX
70,male,5/17/17,NH
26,male,5/17/17,NY
,,5/16/17,GA
,,5/16/17,CA
,,5/16/17,OR
,,5/16/17,CA
37,male,5/16/17,NH
,,5/15/17,TX
,,5/15/17,NY
44,male,5/15/17,IL
,,5/15/17,CA
58,male,5/15/17,NY
,,5/14/17,NC
,,5/11/17,IN
,male,5/11/17,FL
,,5/9/17,FL
,,5/8/17,TX
30,male,5/7/17,MA
60,male,5/5/17,IN
63,male,5/4/17,LA
,,5/4/17,CA
,,5/4/17,AL
56,male,5/4/17,CA
27,male,5/3/17,TX
,,5/2/17,NJ
39,male,5/2/17,MS
59,male,5/2/17,CA
,,5/1/17,NY
,,4/28/17,WA
57,male,4/26/17,TX
,,4/27/17,TN
41,male,4/26/17,TX
,,4/26/17,KS
,,4/26/17,DE
,,4/25/17,NV
60,male,4/25/17,PA
38,male,4/25/17,FL
41,male,4/25/17,GA
,,4/24/17,GA
,,4/24/17,FL
57,male,4/24/17,CA
61,female,4/24/17,CA
49,male,4/24/17,TX
,,4/23/17,MI
,,4/22/17,WA
,,4/20/17,CA
53,male,4/20/17,VA
,,4/20/17,AZ
21,male,4/20/17,PA
,,4/19/17,CA
29,male,4/19/17,WI
,,4/18/17,NY
30,male,4/18/17,
59,male,4/18/17,VT
51,female,4/17/17,MT
,,4/15/17,TX
,,4/14/17,FL
33,male,4/14/17,IL
,,4/13/17,NY
,,4/13/17,IN
,,4/13/17,SC
,,4/13/17,LA
50,male,4/13/17,VA
31,male,4/13/17,TN
44,female,4/13/17,NY
,,4/12/17,TX
59,male,4/12/17,NY
,,4/11/17,MI
,,4/11/17,MD
48,male,4/11/17,SC
,,4/10/17,VA
,,4/10/17,CA
,,4/9/17,CO
,,4/8/17,MI
,,4/8/17,FL
60,male,4/8/17,IN
,,4/7/17,GA
26,male,4/5/17,LA
28,male,4/4/17,MS
41,male,4/4/17,GA
,,4/3/17,CO
54,female,4/3/17,IA
51,male,4/3/17,CA
40,male,4/1/17,TX
,,4/1/17,GA
,,3/13/17,MA
,,1/9/17,TX
35,male,3/30/17,OH
,,3/30/17,MD
,,3/30/17,GA
,,3/30/17,CA
35,male,3/29/17,TX
,,3/29/17,ND
58,male,3/29/17,IL
35,male,3/27/17,PA
,,3/26/17,LA
,,3/24/17,CA
45,male,3/23/17,WI
47,male,3/23/17,MI
54,male,3/23/17,MA
,,3/22/17,MP
55,male,3/22/17,MN
25,male,3/22/17,FL
60,male,3/22/17,CT
61,male,3/21/17,WA
59,male,3/21/17,MA
,,3/21/17,KY
,male,3/20/17,NC
58,male,3/18/17,ID
55,male,3/16/17,AL
,,3/15/17,NY
52,male,3/15/17,KY
,,3/15/17,IL
43,male,3/14/17,SC
59,male,3/14/17,MA
64,male,3/13/17,SC
54,male,3/13/17,SC
,,3/13/17,LA
54,male,3/10/17,NY
,,3/10/17,IA
36,male,3/9/17,TX
,,3/9/17,NY
,,3/9/17,AR
,,3/8/17,FL
32,male,3/8/17,FL
,,3/7/17,AK
35,male,3/6/17,TX
26,male,3/6/17,TX
,male,3/6/17,TX
30,male,3/4/17,SC
,,3/3/17,NC
,,3/2/17,CA
,,3/1/17,WA
52,male,2/28/17,
,,2/28/17,NY
,,2/28/17,MN
,,2/28/17,IN
46,male,2/27/17,IA
18,male,2/22/17,PA
69,male,2/22/17,ND
52,male,2/21/17,MA
38,male,2/20/17,MN
,,2/18/17,OR
,,2/18/17,OH
35,male,2/17/17,TX
60,male,2/17/17,FL
59,male,2/16/17,FL
32,female,2/14/17,CA
50,male,2/14/17,AL
41,male,2/13/17,IL
38,male,2/12/17,IL
,,2/11/17,CA
,,2/10/17,OR
45,male,2/10/17,NC
54,male,2/9/17,CA
39,male,2/8/17,TX
42,male,2/8/17,LA
41,male,2/8/17,LA
33,male,2/8/17,LA
43,male,2/8/17,FL
48,male,2/6/17,NC
57,male,2/6/17,LA
,,2/6/17,CA
59,male,2/4/17,IL
,,2/3/17,VA
47,male,2/3/17,IL
,,2/3/17,CA
,,2/3/17,AL
,male,2/2/17,NC
,,2/2/17,HI
,,2/2/17,FL
,,2/2/17,CA
,,2/1/17,SC
,,2/1/17,CO
29,male,1/31/17,TX
,,1/28/17,VA
,,1/28/17,TX
75,male,1/27/17,TX
,,1/26/17,OR
68,male,1/25/17,VA
,,1/25/17,PA
,,1/24/17,TN
28,male,1/24/17,MO
,,1/24/17,FL
44,male,1/23/17,TX
19,female,1/23/17,TX
48,male,1/23/17,NE
,,1/22/17,OK
,,1/21/17,NJ
39,male,1/20/17,TX
53,male,1/20/17,ME
,,1/19/17,TX
46,male,1/19/17,FL
,,1/18/17,
,,1/18/17,SD
,,1/18/17,AL
32,male,1/17/17,WI
54,male,1/17/17,MA
,,1/17/17,IA
,,1/17/17,GU
,,1/17/17,CA
34,male,1/16/17,FL
49,male,1/16/17,FL
24,male,1/16/17,FL
46,male,1/15/17,PA
47,male,1/13/17,KY
60,male,1/13/17,IL
50,male,1/13/17,FL
,,1/12/17,VA
,,1/12/17,FL
,,1/11/17,OR
70,male,1/11/17,OK
,,1/10/17,WA
,,1/10/17,FL
39,male,1/9/17,TX
59,male,1/9/17,MD
,,1/9/17,CA
65,male,1/6/17,PA
,,1/6/17,FL
48,male,1/5/17,TX
24,male,1/5/17,GA
,,1/3/17,WI
,,1/3/17,WA
58,male,1/3/17,UT
35,male,1/16/17,SD
34,male,4/3/17,AZ
65,male,3/16/17,CA
59,female,3/21/17,MA
,,12/21/16,TN
,,8/9/16,TN
62,male,12/13/17,ID
74,male,1/2/17,FL
