event_date,age,gender,event_state
05/04/2014,77,male,CA
05/06/2014,51,male,CA
05/18/14,59,male,CA
05/20/14,29,male,CA
05/20/14,54,male,CA
05/21/14,48,male,CA
05/22/14,20,male,CA
05/29/14,25,male,CA
05/29/14,49,male,CA
06/04/2014,56,male,CA
06/05/2014,,male,CA
06/11/2014,33,male,CA
06/13/14,55,male,CA
06/13/14,,,CA
06/19/14,65,male,CA
06/20/14,39,male,CA
06/27/14,32,male,CA
07/09/2014,24,male,CA
07/15/14,,male,CA
07/17/14,23,male,CA
07/18/14,37,male,CA
07/22/14,48,male,CA
08/05/2014,24,male,CA
08/08/2014,55,male,CA
08/10/2014,,male,CA
08/11/2014,,,CA
08/13/14,31,male,CA
08/28/14,52,male,CA
08/29/14,,male,CA
09/02/2014,,male,CA
09/02/2014,,,CA
09/03/2014,,male,CA
09/14/14,,,CA
09/16/14,45,male,CA
09/21/14,,,CA
09/27/14,,male,CA
10/07/2014,62,male,CA
10/16/14,21,male,CA
10/23/14,68,female,CA
10/24/14,42,male,CA
10/24/14,47,male,CA
10/30/14,51,male,CA
11/07/2014,,male,CA
11/12/2014,,male,CA
11/19/14,56,male,CA
11/20/14,,,CA
12/05/2014,,,CA
12/08/2014,,male,CA
01/22/14,41,male,CO
01/27/14,,male,CO
01/27/14,40,male,CO
01/27/14,51,male,CO
03/03/2014,51,male,CO
03/04/2014,38,male,CO
04/03/2014,47,male,CO
04/08/2014,30,male,CO
04/16/14,,male,CO
06/20/14,,male,CO
06/20/14,,male,CO
06/21/14,31,male,CO
6/24/2014,57,male,CO
06/25/14,79,male,CO
09/05/2014,52,male,CO
09/22/14,,,CO
10/08/2014,42,female,CO
10/10/2014,,male,CO
10/17/14,45,male,CO
10/21/14,,male,CO
11/13/14,36,male,CO
12/15/14,36,male,CO
06/10/2014,41,male,CO
06/06/2014,23,female,CO
10/09/2014,35,male,CO
01/13/14,,male,CT
02/19/14,22,male,CT
02/19/14,55,male,CT
02/20/14,60,female,CT
03/05/2014,62,male,CT
03/11/2014,67,male,CT
04/12/2014,,female,CT
05/30/14,51,male,CT
06/12/2014,26,male,CT
07/15/14,,male,CT
07/30/14,,male,CT
8/25/2014,39,male,CT
10/15/2014,52,male,CT
05/22/14,71,male,DC
02/09/2014,46,female,DE
04/02/2014,55,male,DE
05/24/14,47,male,DE
08/28/14,47,male,DE
10/18/14,66,male,DE
10/31/14,61,male,DE
12/02/2014,25,male,DE
12/26/14,42,male,DE
01/02/2014,54,male,FL
01/04/2014,22,male,FL
01/08/2014,31,male,FL
01/09/2014,49,male,FL
01/16/14,60,male,FL
01/16/14,18,male,FL
01/16/14,34,male,FL
01/17/14,73,male,FL
01/23/14,26,male,FL
02/01/2014,61,male,FL
02/03/2014,59,male,FL
02/08/2014,33,male,FL
02/24/14,40,male,FL
02/26/14,25,male,FL
02/28/14,,,FL
03/06/2014,47,male,FL
03/07/2014,67,male,FL
03/09/2014,45,male,FL
03/11/2014,63,male,FL
03/14/14,48,male,FL
03/15/14,42,male,FL
03/16/14,76,male,FL
03/21/14,,,FL
03/22/14,31,male,FL
04/01/2014,27,male,FL
04/03/2014,61,male,FL
04/16/14,43,male,FL
04/16/14,,,FL
04/21/14,33,male,FL
04/21/14,51,male,FL
04/22/14,55,male,FL
04/28/14,49,male,FL
05/02/2014,26,male,FL
05/03/2014,30,female,FL
05/03/2014,57,male,FL
05/07/2014,29,male,FL
05/13/14,43,male,FL
05/14/14,40,male,FL
05/15/14,,,FL
05/16/14,54,male,FL
05/20/14,70,male,FL
05/21/14,67,male,FL
05/30/14,26,male,FL
05/31/14,39,male,FL
06/02/2014,55,male,FL
06/07/2014,,male,FL
06/07/2014,43,male,FL
06/12/2014,27,male,FL
06/13/14,71,male,FL
06/17/14,,,FL
06/19/14,54,male,FL
06/23/14,,male,FL
06/23/14,42,male,FL
06/24/14,,,FL
06/25/14,24,male,FL
06/26/14,,male,FL
06/28/14,42,male,FL
06/28/14,41,male,FL
07/03/2014,,male,FL
07/14/14,31,male,FL
07/16/14,,,FL
07/17/14,47,male,FL
07/17/14,,male,FL
07/18/14,,male,FL
07/21/14,29,male,FL
07/23/14,44,male,FL
07/24/14,,male,FL
07/24/14,50,male,FL
07/24/14,51,male,FL
07/25/14,,male,FL
07/28/14,25,male,FL
7/29/2014,74,male,FL
07/30/14,42,male,FL
07/30/14,39,male,FL
08/16/14,74,male,FL
08/18/14,45,male,FL
08/21/14,53,male,FL
08/28/14,,,FL
09/05/2014,,male,FL
09/13/14,,,FL
09/15/14,27,male,FL
9/15/2014,66,male,FL
09/20/14,,,FL
09/23/14,34,male,FL
09/24/14,,male,FL
09/25/14,51,male,FL
10/02/2014,64,male,FL
10/03/2014,,,FL
10/11/2014,22,male,FL
10/15/14,21,male,FL
10/23/2014,35,male,FL
11/27/14,36,male,FL
12/06/2014,,male,FL
12/21/14,27,male,FL
12/27/2014,25,male,FL
12/28/2014,68,male,FL
6/30/2014,33,male,FL
01/18/14,21,male,GA
01/22/14,57,,GA
01/25/14,39,male,GA
01/25/14,57,male,GA
02/20/14,27,female,GA
02/25/14,,male,GA
03/03/2014,54,male,GA
03/18/14,43,,GA
03/26/14,62,male,GA
03/27/14,31,male,GA
03/29/14,,,GA
04/12/2014,,male,GA
04/12/2014,48,male,GA
05/13/14,61,male,GA
06/05/2014,42,male,GA
06/13/14,,,GA
06/24/14,,,GA
06/24/14,51,male,GA
07/16/14,,male,GA
07/24/14,63,female,GA
07/27/14,,male,GA
07/28/14,29,male,GA
8/22/2014,51,male,GA
08/31/14,58,male,GA
09/04/2014,,male,GA
09/10/2014,,male,GA
09/15/14,24,male,GA
09/18/14,,,GA
09/18/14,24,male,GA
09/18/14,,,GA
09/23/14,40,male,GA
09/27/14,51,male,GA
10/02/2014,61,male,GA
10/07/2014,57,male,GA
10/14/14,,,GA
10/28/14,32,male,GA
10/31/14,32,male,GA
11/06/2014,49,male,GA
11/07/2014,,male,GA
1/31/2014,50,male,GA
11/08/2014,48,male,GA
12/11/2014,37,male,GA
05/12/2014,41,male,GA
10/16/14,,,GU
02/18/14,63,male,Guam
10/18/14,,male,Guam
01/15/14,26,male,HI
01/16/14,20,male,HI
02/05/2014,38,male,HI
03/11/2014,54,male,HI
06/19/14,55,male,HI
8/20/2014,61,male,HI
09/09/2014,,male,HI
09/25/14,61,male,HI
12/10/2014,42,male,HI
12/10/2014,30,male,HI
05/01/2014,29,female,HI
01/06/2014,63,male,IA
01/16/14,52,male,IA
02/15/14,58,,IA
02/20/14,54,male,IA
02/21/14,,,IA
02/21/14,62,male,IA
03/06/2014,44,male,IA
03/08/2014,,,IA
03/14/14,28,male,IA
03/17/14,75,male,IA
04/18/14,,,IA
04/25/14,19,male,IA
05/08/2014,75,male,IA
05/20/14,39,male,IA
05/20/14,39,male,IA
05/23/14,29,male,IA
06/10/2014,52,male,IA
06/18/14,40,male,IA
06/30/14,57,male,IA
07/14/14,,male,IA
07/18/14,62,male,IA
09/04/2014,,,IA
10/07/2014,49,male,IA
10/08/2014,,,IA
10/24/14,,,IA
10/24/14,,,IA
11/04/2014,31,male,IA
01/13/14,74,male,ID
01/14/14,,,ID
02/10/2014,40,male,ID
02/11/2014,54,male,ID
03/13/14,56,male,ID
04/02/2014,,,ID
04/30/14,53,male,ID
08/28/14,19,male,ID
08/28/14,46,male,ID
09/12/2014,31,male,ID
09/22/14,30,male,ID
10/30/14,,male,ID
11/07/2014,46,male,ID
11/13/2014,44,male,ID
12/17/2014,25,male,ID
08/04/2014,30,male,ID
9/23/2014,61,male,ID
01/03/2014,70,male,IL
01/07/2014,44,male,IL
01/08/2014,56,male,IL
01/10/2014,44,male,IL
01/13/14,20,male,IL
01/15/14,59,male,IL
01/19/14,36,male,IL
01/20/14,44,male,IL
01/21/14,26,male,IL
01/27/14,,male,IL
01/31/14,58,male,IL
02/05/2014,51,female,IL
02/06/2014,54,male,IL
02/14/14,49,male,IL
02/22/14,28,male,IL
02/26/14,35,male,IL
03/10/2014,39,male,IL
03/19/14,,,IL
04/01/2014,,male,IL
04/02/2014,35,male,IL
04/10/2014,54,male,IL
04/10/2014,52,male,IL
04/24/14,42,male,IL
05/05/2014,72,male,IL
05/19/14,33,male,IL
05/20/14,27,male,IL
05/23/14,46,male,IL
05/27/14,31,male,IL
06/02/2014,68,male,IL
06/06/2014,23,male,IL
06/07/2014,46,male,IL
06/08/2014,48,female,IL
06/10/2014,50,male,IL
06/10/2014,51,male,IL
06/17/14,19,male,IL
06/21/14,,,IL
06/21/14,58,male,IL
06/23/14,63,male,IL
06/24/14,,male,IL
06/24/14,,male,IL
06/25/14,54,male,IL
07/07/2014,,,IL
07/20/14,47,male,IL
07/27/14,,male,IL
08/04/2014,33,male,IL
08/10/2014,49,male,IL
08/25/14,46,male,IL
08/25/14,24,male,IL
09/03/2014,,male,IL
09/05/2014,,male,IL
09/08/2014,,,IL
09/18/14,,male,IL
10/01/2014,,male,IL
11/01/2014,44,male,IL
11/18/14,,,IL
11/29/14,22,female,IL
9/25/2014,40,male,IL
10/23/2014,50,male,IL
5/27/2014,76,male,IL
06/10/2014,21,male,IL
01/16/14,20,female,IN
01/24/14,42,male,IN
01/28/14,57,female,IN
01/31/14,30,male,IN
02/25/14,53,male,IN
02/28/14,50,male,IN
03/21/14,62,male,IN
03/24/14,59,male,IN
03/25/14,41,male,IN
03/25/14,59,male,IN
04/01/2014,57,male,IN
04/21/14,,,IN
04/26/14,74,male,IN
05/09/2014,24,male,IN
05/09/2014,49,male,IN
05/13/14,26,male,IN
05/19/14,71,male,IN
06/07/2014,45,male,IN
06/13/14,25,male,IN
06/23/14,17,male,IN
07/01/2014,48,,IN
07/04/2014,,male,IN
07/24/14,,male,IN
08/05/2014,41,male,IN
08/21/14,,male,IN
08/21/14,45,male,IN
09/05/2014,53,male,IN
09/16/14,,,IN
11/20/14,21,male,IN
01/16/14,47,male,KS
02/09/2014,25,male,KS
02/21/14,44,male,KS
03/21/14,68,male,KS
03/25/14,38,male,KS
03/25/14,25,male,KS
03/29/14,43,male,KS
04/17/14,,,KS
04/22/14,67,male,KS
05/06/2014,21,male,KS
05/16/14,56,male,KS
05/24/14,,,KS
05/30/14,41,male,KS
06/12/2014,65,male,KS
06/20/14,40,male,KS
07/14/14,48,male,KS
07/18/14,54,male,KS
07/22/14,22,male,KS
7/24/2014,44,male,KS
7/29/2014,56,male,KS
08/08/2014,,,KS
08/12/2014,28,male,KS
09/10/2014,45,male,KS
09/15/14,,,KS
09/15/14,34,male,KS
09/23/14,,,KS
09/23/14,51,male,KS
09/23/14,22,male,KS
9/26/2014,37,male,KS
09/30/14,85,male,KS
10/11/2014,25,male,KS
10/11/2014,,,KS
10/31/14,29,male,KS
11/06/2014,58,male,KS
11/06/2014,36,male,KS
11/09/2014,,,KS
10/11/2014,18,male,KS
01/06/2014,50,male,KY
01/06/2014,38,male,KY
01/17/14,58,male,KY
01/20/14,36,male,KY
01/22/14,,male,KY
02/01/2014,71,male,KY
02/19/14,24,male,KY
02/20/14,24,male,KY
02/21/14,37,male,KY
03/11/2014,,male,KY
04/02/2014,75,male,KY
04/16/14,50,male,KY
04/24/14,60,male,KY
05/17/14,21,male,KY
06/30/14,60,male,KY
07/02/2014,28,male,KY
07/03/2014,35,male,KY
07/04/2014,47,male,KY
07/16/14,34,male,KY
08/06/2014,25,male,KY
09/11/2014,38,male,KY
10/06/2014,,,KY
10/21/14,22,female,KY
10/30/14,59,male,KY
10/30/14,61,male,KY
12/16/14,34,male,KY
01/22/14,41,male,LA
01/22/14,34,male,LA
01/24/14,46,male,LA
02/06/2014,35,male,LA
02/20/14,19,male,LA
03/03/2014,,,LA
03/08/2014,54,male,LA
03/09/2014,36,male,LA
03/13/14,37,,LA
03/14/14,61,male,LA
03/14/14,30,male,LA
03/31/14,68,male,LA
04/03/2014,41,male,LA
04/04/2014,,male,LA
04/21/14,22,male,LA
04/29/14,55,male,LA
05/28/14,56,male,LA
06/18/14,,male,LA
06/18/14,,male,LA
6/19/2014,37,male,LA
06/21/14,56,male,LA
07/09/2014,23,male,LA
08/14/14,46,male,LA
08/14/14,,male,LA
08/18/14,54,male,LA
09/10/2014,40,male,LA
09/13/14,,male,LA
9/13/2014,58,male,LA
09/15/14,60,male,LA
09/24/14,43,male,LA
09/24/14,,,LA
9/24/2014,44,male,LA
10/13/2014,61,male,LA
10/21/14,,male,LA
10/21/14,,male,LA
11/03/2014,57,male,LA
11/05/2014,26,male,LA
12/06/2014,23,female,LA
12/16/14,30,male,LA
06/19/15,58,male,LA
02/05/2014,64,male,LA
6/19/2014,40,male,LA
06/04/2014,27,male,LA
01/14/14,35,male,MA
01/16/14,35,male,MA
01/20/14,47,male,MA
01/21/14,60,male,MA
01/22/14,53,male,MA
02/03/2014,27,male,MA
02/04/2014,48,male,MA
03/21/14,57,male,MA
03/23/14,64,male,MA
03/26/14,43,male,MA
03/26/14,33,male,MA
03/31/14,67,male,MA
04/01/2014,43,male,MA
04/09/2014,46,female,MA
04/10/2014,72,male,MA
04/12/2014,34,male,MA
04/12/2014,34,male,MA
04/14/14,69,male,MA
04/15/14,61,male,MA
04/21/14,54,female,MA
05/31/14,68,female,MA
05/31/14,72,male,MA
05/31/14,59,female,MA
05/31/14,61,male,MA
05/31/14,45,male,MA
05/31/14,48,female,MA
06/20/14,47,male,MA
07/03/2014,55,male,MA
07/09/2014,62,male,MA
07/14/14,49,male,MA
07/23/14,54,male,MA
07/24/14,40,male,MA
08/19/14,54,female,MA
08/26/14,59,male,MA
08/27/14,75,male,MA
09/04/2014,46,male,MA
09/12/2014,31,male,MA
09/13/14,40,male,MA
09/28/14,48,male,MA
10/22/14,60,male,MA
11/10/2014,61,male,MA
11/18/14,64,male,MA
11/19/14,33,male,MA
11/25/14,44,male,MA
11/28/14,26,male,MA
12/11/2014,59,male,MA
12/12/2014,71,male,MA
12/12/2014,29,male,MA
12/15/14,76,female,MA
12/26/14,54,male,MA
01/13/14,56,male,MD
01/16/14,20,male,MD
01/23/14,63,male,MD
01/24/14,,male,MD
01/25/14,25,male,MD
01/25/14,21,female,MD
01/31/14,54,male,MD
02/02/2014,31,male,MD
03/12/2014,41,male,MD
03/19/14,21,male,MD
03/30/14,24,male,MD
04/18/14,49,male,MD
04/22/14,61,male,MD
07/08/2014,38,male,MD
08/04/2014,20,male,MD
08/07/2014,49,male,MD
08/21/14,40,male,MD
08/21/14,,male,MD
08/23/14,,male,MD
08/31/14,47,female,MD
09/19/14,,male,MD
10/01/2014,64,male,MD
10/08/2014,,,MD
10/10/2014,,male,MD
11/07/2014,,male,MD
11/11/2014,,,MD
11/25/14,,,MD
12/01/2014,,male,MD
02/13/14,38,male,ME
06/10/2014,59,male,ME
08/14/14,36,male,ME
08/25/14,,male,ME
08/25/14,35,male,ME
8/28/2014,24,male,ME
09/09/2014,56,male,ME
9/17/2014,44,female,ME
11/04/2014,50,male,ME
11/04/2014,27,male,ME
11/05/2014,15,male,ME
01/24/14,51,male,MI
01/24/14,30,male,MI
01/26/14,68,male,MI
01/29/14,23,male,MI
01/31/14,,,MI
02/22/14,57,male,MI
03/05/2014,23,male,MI
03/06/2014,42,female,MI
03/17/14,,,MI
04/01/2014,56,male,MI
04/02/2014,26,male,MI
04/04/2014,36,male,MI
04/04/2014,,,MI
04/16/14,58,male,MI
04/17/14,21,male,MI
05/10/2014,49,male,MI
05/12/2014,35,male,MI
06/03/2014,31,male,MI
06/13/14,46,male,MI
06/23/14,44,male,MI
06/24/14,49,male,MI
06/27/14,34,male,MI
07/01/2014,44,male,MI
07/22/14,46,male,MI
07/23/14,27,female,MI
07/23/14,41,male,MI
08/25/14,60,male,MI
09/03/2014,51,male,MI
09/05/2014,,,MI
09/05/2014,24,male,MI
09/08/2014,42,male,MI
10/24/14,25,male,MI
10/29/14,59,male,MI
11/01/2014,54,male,MI
11/04/2014,34,male,MI
12/04/2014,21,male,MI
12/10/2014,51,male,MI
12/16/14,32,male,MI
02/03/2014,77,male,MN
03/03/2014,72,male,MN
03/31/14,,,MN
04/01/2014,41,male,MN
04/02/2014,41,male,MN
06/07/2014,26,male,MN
06/21/14,23,male,MN
06/25/14,21,male,MN
06/29/14,36,male,MN
07/28/14,26,male,MN
09/15/14,61,male,MN
09/21/14,51,male,MN
12/01/2014,35,male,MN
02/22/14,,male,MO
02/26/14,29,male,MO
03/16/14,44,male,MO
04/11/2014,29,male,MO
04/11/2014,53,male,MO
05/30/14,50,male,MO
06/16/14,35,male,MO
06/17/14,16,male,MO
07/07/2014,,male,MO
07/17/14,,male,MO
07/22/14,39,male,MO
07/22/14,53,male,MO
07/24/14,,male,MO
09/01/2014,35,male,MO
09/12/2014,,male,MO
09/16/14,73,male,MO
10/05/2014,33,male,MO
10/22/2014,52,male,MO
11/01/2014,25,male,MO
11/04/2014,64,female,MO
11/06/2014,,,MO
11/11/2014,31,male,MO
11/19/14,,male,MO
11/25/14,65,male,MO
12/02/2014,54,male,MO
12/26/14,26,male,MO
12/30/14,,male,MO
05/07/2014,67,female,MO
06/10/2014,52,male,MO
01/11/2014,35,male,MS
02/21/14,24,male,MS
03/25/14,39,male,MS
05/25/14,66,male,MS
06/03/2014,50,male,MS
06/10/2014,29,,MS
6/24/2014,22,male,MS
07/08/2014,46,male,MS
07/24/14,41,male,MS
07/28/14,25,male,MS
09/12/2014,46,male,MS
09/22/14,,male,MS
10/01/2014,47,male,MS
10/06/2014,22,male,MS
11/03/2014,42,male,MS
11/04/2014,51,male,MS
12/01/2014,56,male,MS
12/09/2014,30,male,MS
06/10/2014,29,male,MS
01/04/2014,28,female,MT
04/09/2014,51,male,MT
04/09/2014,51,male,MT
06/03/2014,38,male,MT
06/23/14,58,male,MT
06/24/14,,male,MT
08/21/14,57,male,MT
08/22/14,,male,MT
08/26/14,21,female,MT
11/06/2014,,,MT
01/03/2014,,,NC
01/23/14,30,male,NC
01/31/14,52,male,NC
02/18/14,63,male,NC
02/28/14,43,male,NC
03/03/2014,27,male,NC
03/15/14,,,NC
04/04/2014,48,male,NC
04/09/2014,21,male,NC
04/16/14,,,NC
04/20/14,53,male,NC
04/21/14,,,NC
04/27/14,53,male,NC
05/02/2014,37,male,NC
05/05/2014,56,male,NC
05/27/14,39,male,NC
06/10/2014,46,male,NC
06/25/14,41,male,NC
07/01/2014,,male,NC
07/15/14,,male,NC
07/24/14,22,male,NC
07/29/14,31,male,NC
08/04/2014,54,male,NC
08/13/14,31,male,NC
08/26/14,,,NC
09/02/2014,,male,NC
09/17/14,56,male,NC
09/19/14,43,male,NC
09/26/14,29,male,NC
09/29/14,53,male,NC
09/30/14,,male,NC
11/10/2014,,male,NC
11/10/2014,,male,NC
11/13/14,42,male,NC
11/25/14,60,male,NC
12/02/2014,46,male,NC
12/08/2014,,male,NC
12/29/14,79,male,NC
1/17/2014,46,male,NC
02/05/2014,61,male,ND
02/10/2014,39,male,ND
03/20/14,32,male,ND
04/28/14,20,male,ND
05/12/2014,48,male,ND
06/16/14,27,male,ND
07/26/14,83,male,ND
08/05/2014,51,male,ND
09/23/14,,male,ND
10/08/2014,28,male,ND
10/09/2014,,,ND
12/02/2014,,,ND
12/15/2014,31,male,ND
4/28/2014,23,male,ND
05/05/2014,48,male,ND
01/02/2014,61,female,NE
01/20/14,47,male,NE
01/20/14,53,male,NE
02/14/14,24,female,NE
02/18/14,53,female,NE
02/25/14,51,male,NE
03/10/2014,36,male,NE
03/11/2014,66,male,NE
03/20/14,,male,NE
04/26/14,52,female,NE
05/10/2014,67,male,NE
07/17/14,,,NE
07/17/14,28,male,NE
07/19/14,87,male,NE
08/05/2014,60,male,NE
08/26/14,38,male,NE
9/15/2014,42,male,NE
09/17/14,71,male,NE
09/30/14,54,male,NE
10/07/2014,59,male,NE
10/09/2014,57,male,NE
11/24/14,34,male,NE
12/15/14,35,male,NE
12/25/14,62,male,NE
05/07/2014,73,male,NE
6/19/2014,23,male,NE
04/19/14,46,male,NH
05/12/2014,48,male,NH
08/15/14,,male,NH
1/20/2014,42,male,NH
01/02/2014,51,male,NJ
01/06/2014,62,male,NJ
01/17/14,50,female,NJ
01/22/14,71,male,NJ
02/05/2014,31,male,NJ
02/07/2014,56,male,NJ
02/21/14,65,male,NJ
02/21/14,59,male,NJ
02/27/14,56,male,NJ
03/06/2014,65,male,NJ
03/12/2014,50,male,NJ
03/12/2014,31,male,NJ
03/23/14,41,male,NJ
04/14/14,,male,NJ
04/17/14,55,male,NJ
04/23/14,65,male,NJ
04/29/14,53,male,NJ
05/09/2014,,,NJ
05/27/14,67,male,NJ
05/27/14,20,male,NJ
05/29/14,31,male,NJ
05/30/14,25,male,NJ
05/30/14,51,male,NJ
06/04/2014,50,male,NJ
06/08/2014,54,male,NJ
06/21/14,40,male,NJ
06/26/14,74,male,NJ
07/10/2014,32,male,NJ
07/11/2014,42,male,NJ
07/11/2014,48,male,NJ
07/13/14,23,male,NJ
07/17/14,32,male,NJ
07/23/14,62,male,NJ
08/15/14,25,male,NJ
8/18/2014,54,male,NJ
08/27/14,54,male,NJ
09/02/2014,30,male,NJ
09/16/14,26,male,NJ
10/01/2014,46,male,NJ
10/01/2014,39,male,NJ
10/06/2014,61,male,NJ
10/12/2014,34,male,NJ
10/14/2014,71,male,NJ
10/16/2014,22,male,NJ
10/27/14,31,male,NJ
11/03/2014,58,male,NJ
11/04/2014,20,male,NJ
11/24/14,60,male,NJ
12/18/14,26,male,NJ
12/23/14,27,male,NJ
12/29/14,22,male,NJ
03/03/2014,,female,NJ
05/05/2014,29,male,NJ
06/04/2014,21,male,NJ
01/13/14,34,male,NM
02/05/2014,28,male,NM
02/26/14,,,NM
07/17/14,46,male,NM
07/17/14,46,male,NM
07/17/14,29,female,NM
07/22/14,62,male,NM
07/31/14,47,male,NM
07/31/14,21,male,NM
11/15/14,23,male,NM
02/23/14,65,male,NV
03/31/14,27,male,NV
04/25/14,,male,NV
04/28/14,53,male,NV
06/08/2014,42,male,NV
06/10/2014,59,male,NV
07/21/14,57,male,NV
07/26/14,53,male,NV
09/17/14,34,male,NV
11/07/2014,49,female,NV
12/08/2014,42,male,NV
12/10/2014,33,male,NV
12/22/14,49,male,NV
01/02/2014,53,male,NY
01/07/2014,63,male,NY
01/10/2014,29,male,NY
01/12/2014,54,male,NY
01/13/14,59,male,NY
01/20/14,,male,NY
01/23/14,30,male,NY
01/24/14,50,male,NY
02/03/2014,,male,NY
02/05/2014,,,NY
02/05/2014,55,male,NY
02/22/14,,Multiple,NY
02/28/14,50,male,NY
03/06/2014,33,male,NY
03/07/2014,56,male,NY
03/09/2014,76,male,NY
03/10/2014,39,male,NY
03/10/2014,58,male,NY
03/13/14,,,NY
03/13/14,41,,NY
03/20/14,41,male,NY
03/20/14,44,male,NY
03/25/14,25,male,NY
03/31/14,43,male,NY
04/01/2014,50,male,NY
04/02/2014,58,male,NY
04/03/2014,40s,male,NY
04/04/2014,27,male,NY
04/09/2014,38,male,NY
04/14/14,35,male,NY
04/14/14,39,male,NY
04/15/14,,,NY
04/17/14,52,male,NY
05/05/2014,52,male,NY
05/16/14,26,male,NY
05/27/14,38,male,NY
05/29/14,,male,NY
06/05/2014,26,male,NY
06/10/2014,22,male,NY
06/11/2014,35,male,NY
06/14/14,,,NY
06/17/14,54,male,NY
06/18/14,44,male,NY
06/18/14,55,male,NY
06/20/14,,,NY
06/21/14,43,male,NY
06/24/14,71,male,NY
06/26/14,54,male,NY
07/01/2014,31,male,NY
07/06/2014,,male,NY
07/10/2014,,,NY
07/11/2014,68,male,NY
07/18/14,,,NY
07/23/14,,,NY
07/24/14,,,NY
07/25/14,30s,male,NY
08/05/2014,62,male,NY
08/11/2014,,,NY
08/12/2014,,male,NY
08/12/2014,,male,NY
08/14/14,53,male,NY
08/15/14,25,male,NY
08/18/14,28,male,NY
08/25/14,,male,NY
08/25/14,44,male,NY
08/25/14,54,male,NY
08/26/14,,,NY
08/29/14,,male,NY
09/01/2014,64,male,NY
09/05/2014,,,NY
09/05/2014,39,male,NY
09/11/2014,28,male,NY
09/15/14,,,NY
09/19/14,79,male,NY
09/20/14,23,male,NY
09/20/14,57,male,NY
09/23/14,27,male,NY
09/29/14,44,male,NY
10/06/2014,36,male,NY
10/28/14,56,male,NY
10/29/14,61,male,NY
10/29/14,,,NY
11/05/2014,28,male,NY
11/09/2014,31,male,NY
11/10/2014,47,male,NY
11/13/14,,,NY
11/13/14,40,male,NY
11/13/14,56,male,NY
11/15/14,66,male,NY
11/28/14,43,male,NY
12/06/2014,,,NY
12/11/2014,38,female,NY
12/31/2014,49,male,NY
5/15/2014,60,male,NY
05/02/2014,65,male,NY
06/03/2014,52,male,NY
01/10/2014,43,male,OH
01/12/2014,34,male,OH
01/13/14,53,male,OH
01/22/14,34,male,OH
